id,topografi,pekerjaan_utama,prop_pln,bhn_bakar_masak,pemukiman_kumuh,pemukiman_bantaran,jml_paud_tk,jml_sd_sederajat,jml_smp_sederajat,jml_sma_sederajat,jml_akademi_pt,jml_rs_rsb,jml_puskesmas_pustu,jml_poli_dokter,jml_bersalin_bidan,jml_poskesdes_polindes,jml_dr_drg,jml_bank,status
PDS-22904,3,4,1.0,2,1,2,32,2,1,1,4,0,0,5,1,0,35,4,KELURAHAN
PDS-7699,3,1,1.0,3,2,2,4,3,1,0,0,0,0,0,2,1,2,1,DESA
PDS-19205,3,1,1.0,2,2,1,3,2,1,0,0,0,0,0,1,1,0,0,DESA
PDS-15291,3,1,1.0,2,1,2,4,3,0,0,0,0,0,0,1,2,1,0,DESA
PDS-2238,3,7,1.0,2,2,2,6,2,0,1,0,0,0,1,1,1,0,1,DESA
PDS-12933,3,1,1.0,2,2,2,2,3,2,0,0,0,0,1,2,1,1,0,DESA
PDS-12246,3,6,1.0,2,2,2,0,1,1,0,0,0,0,2,1,0,2,0,KELURAHAN
PDS-6603,3,1,1.0,3,1,2,12,3,0,0,0,0,1,0,0,0,0,0,DESA
PDS-11386,3,1,1.0,2,2,2,0,3,0,0,0,0,1,0,0,0,0,0,DESA
PDS-23185,1,1,1.0,2,2,2,4,3,1,0,0,0,1,1,2,2,0,0,DESA
PDS-21033,3,6,1.0,2,2,2,0,2,1,0,0,0,0,0,3,0,0,0,KELURAHAN
PDS-0232,3,1,1.0,2,2,1,2,3,1,2,0,0,0,2,1,1,2,1,DESA
PDS-5722,3,1,1.0,2,2,2,2,8,2,1,0,0,1,0,2,0,0,0,DESA
PDS-18389,1,1,1.0,2,2,2,2,1,0,0,0,0,0,0,1,1,0,0,DESA
PDS-15772,1,1,1.0,2,2,1,8,4,0,0,0,0,1,1,1,0,0,0,DESA
PDS-20019,3,1,1.0,2,1,1,6,3,1,0,0,0,1,1,2,1,1,0,DESA
PDS-11580,3,1,0.9979661016949153,2,2,1,12,6,1,0,0,0,0,0,1,1,0,0,DESA
PDS-8892,3,1,1.0,2,2,2,4,1,0,0,0,0,0,1,1,1,1,0,DESA
PDS-7783,3,1,1.0,5,2,2,4,2,0,0,0,0,0,2,0,1,1,0,DESA
PDS-16499,3,6,1.0,2,2,0,2,5,0,0,0,0,1,1,0,0,2,1,KELURAHAN
PDS-22537,3,1,1.0,2,2,0,8,2,0,0,0,0,0,5,4,1,8,3,DESA
PDS-17803,3,1,1.0,2,2,2,4,1,0,0,0,0,0,0,1,0,0,0,DESA
PDS-12523,3,1,1.0,2,2,2,1,3,0,1,0,0,0,0,1,1,1,0,DESA
PDS-16624,3,1,1.0,2,2,0,2,1,0,0,0,0,0,1,2,1,1,0,DESA
PDS-3979,3,1,1.0,2,1,2,4,3,1,0,0,0,0,0,0,1,0,0,DESA
PDS-11975,3,1,1.0,2,2,2,5,2,1,1,0,0,1,1,2,1,0,1,DESA
PDS-23489,3,1,1.0,2,2,2,2,6,2,2,0,1,1,2,4,0,1,5,DESA
PDS-17560,3,1,1.0,2,2,1,10,4,1,1,0,0,0,0,2,1,0,0,DESA
PDS-3426,3,1,1.0,2,2,2,2,3,1,1,0,0,0,0,1,1,0,0,DESA
PDS-10502,3,6,1.0,2,2,2,4,3,2,1,0,0,0,0,4,1,5,1,DESA
PDS-17035,3,1,1.0,2,2,2,4,3,0,0,0,0,2,0,2,0,0,1,DESA
PDS-13176,1,1,1.0,2,2,2,6,2,0,0,0,0,0,1,2,1,0,0,DESA
PDS-21811,3,1,0.8417508417508418,2,2,0,4,2,1,0,0,0,0,0,2,0,0,0,DESA
PDS-10701,1,1,1.0,2,1,2,2,4,2,2,0,0,2,1,1,0,0,0,DESA
PDS-15103,3,1,1.0,5,2,0,4,1,0,0,0,0,0,0,0,1,0,0,DESA
PDS-18284,3,4,1.0,2,2,2,16,8,3,1,0,2,1,7,3,0,13,3,KELURAHAN
PDS-13553,3,1,1.0,2,2,2,0,2,0,0,0,0,0,0,1,1,0,0,DESA
PDS-6548,1,1,0.9983974358974359,2,2,2,6,4,1,0,0,0,0,0,1,0,0,0,DESA
PDS-2313,3,1,1.0,2,2,2,9,3,1,1,0,0,0,0,3,1,0,0,DESA
PDS-8356,3,1,1.0,2,2,2,2,1,0,0,0,0,0,0,1,1,0,0,DESA
PDS-19323,3,1,1.0,2,1,2,4,2,1,1,0,0,1,1,1,1,1,1,DESA
PDS-23969,3,1,1.0,2,2,0,2,3,0,0,0,0,0,0,2,1,0,0,DESA
PDS-12408,3,4,1.0,3,1,1,8,4,1,1,0,0,1,2,3,0,2,3,DESA
PDS-19503,3,1,1.0,2,2,0,3,1,1,0,0,0,1,0,0,0,0,0,DESA
PDS-10072,3,4,1.0,2,2,2,8,4,1,2,1,0,0,1,2,0,1,2,KELURAHAN
PDS-10715,3,1,1.0,2,2,2,4,2,0,0,0,0,0,0,0,2,0,1,DESA
PDS-22871,3,1,1.0,3,2,2,2,2,0,0,0,0,0,0,2,1,0,0,DESA
PDS-25224,3,1,1.0,2,2,2,4,4,0,0,0,0,1,0,2,0,0,2,KELURAHAN
PDS-6518,3,1,1.0,2,2,0,2,1,1,0,0,0,0,2,1,1,1,0,DESA
PDS-15895,3,1,1.0,2,2,2,6,3,0,0,0,0,0,0,1,1,0,0,DESA
PDS-4843,3,1,1.0,2,2,2,2,5,1,1,0,0,1,0,1,0,0,0,DESA
PDS-12228,3,1,1.0,2,2,2,2,3,1,0,0,0,1,0,1,0,0,0,DESA
PDS-24198,2,1,1.0,2,1,1,6,5,2,3,0,0,0,3,2,0,0,1,DESA
PDS-24564,3,4,1.0,2,2,2,4,3,2,0,0,0,0,6,3,1,6,3,DESA
PDS-17190,3,1,1.0,2,2,2,2,3,1,0,0,0,0,0,1,2,0,0,DESA
PDS-6146,3,3,1.0,2,2,2,2,3,0,0,0,0,0,0,1,1,0,0,DESA
PDS-16765,3,1,1.0,5,2,2,2,2,0,0,0,0,0,0,1,1,0,0,DESA
PDS-23917,3,1,1.0,2,2,2,2,2,1,1,0,0,0,0,1,1,0,0,DESA
PDS-3830,3,1,1.0,2,2,1,4,2,0,0,0,0,0,1,0,1,0,0,DESA
PDS-20558,3,1,1.0,2,2,0,0,8,0,0,0,0,0,0,1,0,0,0,DESA
PDS-6664,3,1,1.0,2,2,0,2,2,0,0,0,0,0,0,1,1,0,0,DESA
PDS-4200,1,1,1.0,2,2,2,0,2,0,0,0,0,0,1,1,1,1,0,DESA
PDS-17895,3,1,1.0,2,2,0,2,3,1,0,0,0,0,0,1,1,0,0,DESA
PDS-1723,3,1,1.0,2,2,2,8,3,0,0,0,0,0,0,0,2,0,0,DESA
PDS-16435,3,1,0.996031746031746,2,2,2,2,2,0,0,0,0,0,0,2,2,0,0,DESA
PDS-3532,3,6,1.0,2,1,2,4,6,1,2,0,0,0,0,2,1,0,0,DESA
PDS-12079,3,1,1.0,2,2,2,6,3,0,0,0,0,0,0,0,1,0,0,DESA
PDS-21249,1,1,1.0,2,2,1,14,5,4,0,0,0,1,0,1,0,0,0,DESA
PDS-17495,3,1,1.0,2,2,2,2,2,0,0,0,0,0,0,1,1,0,0,DESA
PDS-8615,1,1,1.0,2,2,2,0,2,0,0,0,0,0,0,1,1,0,0,DESA
PDS-18224,3,1,1.0,5,2,2,4,2,0,0,0,0,1,0,1,0,0,0,DESA
PDS-24323,3,4,1.0,2,1,1,4,2,3,4,0,0,0,2,2,1,1,3,DESA
PDS-18270,3,1,1.0,2,2,0,4,1,1,1,0,0,0,0,1,0,0,0,DESA
PDS-13607,3,1,1.0,2,2,2,6,10,4,4,0,0,1,7,6,2,3,2,DESA
PDS-1733,3,1,0.9969685486926866,2,2,2,6,7,2,1,0,0,1,0,2,0,0,0,DESA
PDS-9422,3,1,1.0,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0,DESA
PDS-5666,3,3,1.0,2,2,2,0,4,0,0,0,0,0,0,1,0,0,0,DESA
PDS-11277,3,1,1.0,2,2,0,2,3,1,1,0,0,0,0,1,2,0,0,DESA
PDS-2849,3,1,1.0,2,2,2,10,4,1,0,0,0,0,1,2,2,0,1,DESA
PDS-14089,3,1,1.0,2,2,2,14,9,5,4,1,0,3,3,3,1,4,2,DESA
PDS-4603,3,1,1.0,5,2,2,2,1,1,0,0,0,0,1,1,1,0,0,DESA
PDS-3895,3,1,1.0,2,2,2,0,3,1,0,0,0,1,0,1,1,0,0,DESA
PDS-17903,1,1,1.0,2,2,2,3,4,1,1,0,0,0,4,2,2,2,0,DESA
PDS-15020,3,1,1.0,2,2,2,0,2,0,0,0,0,0,0,1,1,0,1,DESA
PDS-22159,3,1,1.0,2,2,2,2,1,0,0,0,0,0,0,1,2,0,0,DESA
PDS-5847,3,1,1.0,2,2,2,4,2,0,0,0,0,0,1,1,1,3,0,DESA
PDS-23144,3,3,1.0,2,2,2,4,2,1,1,0,0,0,2,0,1,3,0,DESA
PDS-15555,1,1,1.0,2,2,2,0,2,1,0,0,0,1,0,1,1,0,0,DESA
PDS-1209,3,1,1.0,2,2,2,2,1,0,0,0,0,1,2,0,1,4,0,DESA
PDS-1459,3,1,1.0,2,2,2,4,3,0,1,1,0,0,0,1,1,0,0,DESA
PDS-18023,3,7,1.0,2,2,2,20,4,2,2,0,1,1,7,1,0,9,4,DESA
PDS-22079,3,1,1.0,2,2,2,2,4,2,2,0,0,1,0,4,1,0,0,DESA
PDS-17406,3,1,1.0,5,2,2,2,1,0,0,0,0,0,0,1,1,0,0,DESA
PDS-4154,1,1,1.0,2,2,0,6,4,3,1,0,0,0,2,1,1,2,2,DESA
PDS-15804,3,1,1.0,2,2,2,2,2,0,3,0,0,0,0,2,1,2,0,KELURAHAN
PDS-2944,3,1,1.0,2,2,2,10,8,2,1,0,0,1,0,2,1,0,0,DESA
PDS-19829,3,1,1.0,2,2,2,2,3,0,0,0,0,0,0,1,1,0,0,DESA
PDS-18927,3,1,1.0,2,2,2,0,1,0,0,0,0,0,0,0,1,0,0,DESA
PDS-22659,3,1,1.0,2,2,1,2,2,0,1,0,0,0,5,2,2,3,0,DESA
PDS-23911,3,1,1.0,2,2,0,6,4,5,2,0,0,0,3,3,1,5,1,DESA
PDS-20865,3,1,1.0,2,2,2,8,3,0,1,0,0,1,0,0,0,0,0,DESA
PDS-18199,3,3,1.0,2,2,0,8,8,5,5,0,2,0,14,3,0,10,13,KELURAHAN
PDS-15424,3,1,1.0,2,2,1,8,3,0,0,0,0,1,0,2,1,1,0,DESA
PDS-9126,1,1,0.9984848484848485,2,2,2,2,3,0,0,0,0,0,0,1,1,0,0,DESA
PDS-6000,1,1,1.0,2,2,2,6,4,0,0,0,0,0,0,1,2,0,0,DESA
PDS-10855,3,1,1.0,2,2,2,4,3,0,0,0,0,0,0,1,2,0,0,DESA
PDS-19870,3,1,1.0,3,1,0,4,1,0,1,0,0,0,1,1,0,0,1,DESA
PDS-25205,3,1,1.0,5,2,2,4,1,0,0,0,0,0,0,0,1,0,0,DESA
PDS-6491,1,1,1.0,2,1,1,2,5,1,0,0,0,0,0,1,1,0,0,DESA
PDS-21120,3,4,1.0,2,1,2,8,2,0,2,0,0,0,1,2,0,1,1,DESA
PDS-9479,3,1,1.0,2,2,2,4,3,0,0,0,0,0,0,1,1,0,0,DESA
PDS-5793,3,3,1.0,3,2,2,2,2,0,0,0,0,0,0,1,1,0,0,DESA
PDS-2302,3,1,1.0,2,2,2,2,4,1,0,0,0,0,1,0,1,3,0,DESA
PDS-24047,1,1,1.0,2,2,2,4,3,0,0,0,0,0,0,1,2,0,0,DESA
PDS-2999,3,1,1.0,2,1,2,0,3,0,0,0,0,0,0,1,1,0,0,DESA
PDS-13628,1,1,1.0,2,2,2,0,3,1,0,0,0,0,0,1,2,0,0,DESA
PDS-8744,3,6,1.0,2,2,2,2,2,1,0,0,0,0,0,2,2,0,4,DESA
PDS-0380,3,1,1.0,2,2,2,4,1,1,1,0,0,0,0,1,0,0,0,DESA
PDS-19805,3,1,1.0,2,2,2,2,1,0,0,0,0,0,0,1,1,0,0,DESA
PDS-3951,3,1,1.0,2,2,2,4,6,1,0,0,0,1,1,1,1,1,0,DESA
PDS-6537,3,1,1.0,2,2,2,4,7,1,2,0,0,1,1,3,1,2,1,DESA
PDS-20949,3,1,1.0,2,2,2,2,1,0,0,0,0,0,0,1,1,0,0,DESA
PDS-15413,3,1,1.0,2,2,0,4,1,1,0,0,0,0,0,0,2,0,0,DESA
PDS-11378,3,1,1.0,2,2,0,2,2,1,0,0,0,1,0,1,0,0,1,DESA
PDS-15015,3,3,1.0,2,2,2,11,10,1,0,2,1,2,3,3,1,4,6,DESA
PDS-6052,3,1,1.0,2,2,2,2,1,0,0,0,0,0,0,2,1,0,0,DESA
PDS-4510,3,6,1.0,2,2,0,6,2,1,1,0,0,2,2,5,0,1,1,KELURAHAN
PDS-0928,3,1,1.0,2,2,0,4,3,0,0,0,0,1,0,0,0,0,0,DESA
PDS-24544,3,1,1.0,2,2,2,2,4,1,0,0,0,0,0,1,1,0,2,DESA
PDS-11978,3,1,1.0,2,2,2,2,2,0,0,0,0,0,0,1,1,0,0,DESA
PDS-25150,3,1,1.0,2,2,2,0,3,1,0,0,0,0,0,1,1,0,0,DESA
PDS-20987,3,1,1.0,2,2,2,2,2,1,0,0,0,1,1,1,1,1,2,DESA
PDS-16972,3,1,1.0,2,2,2,2,4,0,1,0,0,1,0,1,2,0,0,DESA
PDS-8157,3,3,1.0,2,1,2,2,1,0,0,0,0,0,0,1,1,0,0,DESA
PDS-0400,3,1,1.0,2,2,2,2,3,0,0,0,0,0,0,2,1,0,0,DESA
PDS-2665,3,1,1.0,2,2,2,2,3,1,0,0,0,0,0,1,0,0,0,DESA
PDS-2910,1,1,1.0,2,2,2,8,3,2,2,0,0,1,0,1,0,0,0,KELURAHAN
PDS-5715,1,1,1.0,5,2,1,10,7,1,0,0,0,1,1,2,0,0,0,DESA
PDS-10466,3,1,1.0,2,2,2,0,6,2,0,0,0,1,0,1,1,0,0,DESA
PDS-5187,1,1,1.0,5,2,0,10,6,0,0,0,0,1,0,0,0,0,0,DESA
PDS-2504,3,4,1.0,2,2,2,8,3,3,1,0,1,0,13,4,1,3,11,KELURAHAN
PDS-10831,3,6,1.0,2,2,2,8,12,7,10,0,0,0,13,10,0,5,8,KELURAHAN
PDS-12937,3,1,1.0,2,2,1,4,7,3,1,0,0,0,0,1,1,0,0,DESA
PDS-15780,1,1,1.0,2,2,2,10,4,1,0,0,0,1,0,1,0,0,0,DESA
PDS-24166,3,1,1.0,3,2,0,0,3,1,1,0,0,0,0,4,1,0,0,DESA
PDS-4661,3,1,1.0,2,2,2,8,4,2,1,0,0,1,0,1,1,0,0,DESA
PDS-17705,3,4,1.0,2,2,2,2,2,1,2,0,1,0,8,2,1,12,7,KELURAHAN
PDS-6665,3,1,1.0,2,2,0,4,1,1,0,0,0,0,0,0,2,1,0,DESA
PDS-7485,3,3,1.0,2,2,2,4,4,0,0,0,0,1,2,2,1,1,2,DESA
PDS-20559,3,1,1.0,3,2,2,4,2,2,2,0,0,0,0,2,1,1,0,DESA
PDS-8539,3,1,1.0,2,2,2,10,7,7,8,0,0,0,1,1,2,0,0,DESA
PDS-22331,3,1,1.0,2,2,1,4,4,1,1,0,0,0,2,1,0,2,1,DESA
PDS-6280,3,1,1.0,2,2,2,6,2,3,1,0,0,0,1,2,2,1,0,DESA
PDS-14643,3,3,1.0,2,2,2,4,2,0,0,0,0,1,0,0,0,0,0,DESA
PDS-25133,3,1,1.0,2,2,2,9,4,2,1,0,0,1,4,3,0,2,2,DESA
PDS-16774,3,1,1.0,2,2,2,2,1,1,1,0,0,1,0,1,1,2,0,DESA
PDS-22947,1,1,1.0,5,2,2,2,2,0,0,0,0,0,0,1,1,0,0,DESA
PDS-15253,3,1,1.0,5,2,0,2,1,0,0,0,0,0,0,2,1,0,0,DESA
PDS-13048,3,1,0.9777158774373259,2,2,2,2,2,0,0,0,0,0,2,1,1,1,0,DESA
PDS-21102,2,1,1.0,2,2,2,2,2,1,2,0,0,1,1,1,1,0,3,DESA
PDS-3698,3,1,1.0,2,2,0,3,2,0,0,0,0,0,0,3,1,0,0,DESA
PDS-16548,3,1,1.0,2,2,1,0,1,0,0,0,0,0,0,2,1,0,0,DESA
PDS-1012,1,1,1.0,5,2,2,10,3,1,0,0,0,0,1,1,0,0,0,DESA
PDS-5372,3,1,1.0,3,1,2,17,6,6,3,0,1,1,1,0,0,2,2,DESA
PDS-17506,3,1,1.0,2,2,2,0,1,0,0,0,0,0,0,1,0,0,0,DESA
PDS-19062,3,4,1.0,2,2,2,3,4,3,2,0,0,1,3,2,0,1,4,DESA
PDS-13857,1,1,1.0,2,2,2,12,5,2,0,0,0,1,1,1,0,0,0,DESA
PDS-7947,3,4,1.0,2,2,2,8,3,3,6,0,0,0,5,2,0,1,0,KELURAHAN
PDS-2617,3,1,0.945,2,2,0,2,2,1,2,0,0,0,0,2,2,0,0,DESA
PDS-0468,3,1,1.0,2,2,2,2,2,0,0,0,0,0,1,1,1,2,0,DESA
PDS-9015,3,3,1.0,3,1,0,26,21,9,10,0,1,1,12,25,0,49,6,KELURAHAN
PDS-19488,3,7,1.0,2,1,1,4,4,1,1,0,0,0,0,2,2,0,0,DESA
PDS-9888,1,1,1.0,2,2,1,3,3,0,0,0,0,0,0,1,1,0,0,DESA
PDS-19726,3,1,1.0,2,2,2,2,1,0,0,0,0,0,0,1,0,0,0,DESA
PDS-23058,3,1,1.0,2,2,2,2,1,0,0,0,0,0,0,1,1,0,0,DESA
PDS-20203,3,1,1.0,3,2,1,12,2,1,2,0,0,2,1,6,1,2,0,DESA
PDS-6504,2,1,1.0,5,2,2,4,4,1,0,0,0,1,0,0,1,0,0,DESA
PDS-25072,3,1,1.0,3,2,2,4,3,0,0,0,0,0,0,3,1,0,0,DESA
PDS-8938,3,1,1.0,2,2,2,4,9,6,5,0,0,1,5,6,0,1,5,DESA
PDS-22211,3,1,1.0,2,2,2,0,2,0,1,0,0,0,0,1,1,0,0,DESA
PDS-7950,3,1,1.0,2,2,1,8,6,2,1,0,0,1,0,2,0,0,0,DESA
PDS-15133,3,1,1.0,2,2,1,2,1,0,0,0,0,0,0,2,1,0,0,DESA
PDS-22470,3,1,1.0,2,2,1,4,2,0,0,0,0,0,0,1,2,0,0,DESA
PDS-0432,3,1,1.0,2,2,0,2,0,0,0,0,0,0,1,0,1,0,0,DESA
PDS-12977,3,1,1.0,2,2,1,2,1,0,0,0,0,0,0,1,1,0,0,DESA
PDS-18996,3,1,1.0,2,2,2,8,7,1,0,0,0,1,0,4,1,0,0,DESA
PDS-22476,1,1,1.0,2,1,2,2,4,1,3,0,0,0,0,1,2,0,0,KELURAHAN
PDS-10505,3,1,1.0,2,2,2,4,3,0,0,0,0,0,1,1,1,0,0,DESA
PDS-0408,3,1,1.0,2,1,1,10,4,2,1,0,0,1,2,4,0,1,0,DESA
PDS-10546,3,1,1.0,5,2,2,2,5,1,1,0,0,1,0,1,1,0,0,DESA
PDS-18210,3,4,1.0,2,2,2,6,8,6,12,8,1,1,6,3,0,0,4,KELURAHAN
PDS-20808,3,4,1.0,2,2,0,8,3,2,3,0,0,0,0,3,0,0,1,DESA
PDS-13292,3,3,1.0,2,2,0,4,4,2,2,2,0,0,1,1,1,2,0,DESA
PDS-13798,3,1,1.0,2,2,1,10,5,1,1,0,0,0,0,2,0,0,0,DESA
PDS-14220,3,1,1.0,2,2,2,8,4,0,0,0,0,1,0,0,3,0,0,DESA
PDS-9323,3,1,1.0,2,2,2,6,3,0,0,0,0,0,0,0,1,0,0,DESA
PDS-22238,1,1,1.0,5,2,1,4,4,1,0,0,0,0,0,1,1,0,0,DESA
PDS-10225,1,1,1.0,2,2,2,2,6,1,0,0,0,1,2,2,0,1,0,DESA
PDS-21996,3,4,1.0,2,2,2,7,3,1,2,1,1,0,8,0,0,2,1,KELURAHAN
PDS-16175,3,1,1.0,2,1,2,0,2,0,0,0,0,0,0,0,1,0,0,DESA
PDS-0652,3,1,1.0,2,2,2,4,2,1,1,0,0,0,0,0,1,0,1,DESA
PDS-11725,3,1,0.9974446337308348,2,1,2,4,2,0,0,0,0,0,0,0,1,0,0,DESA
PDS-14810,3,1,1.0,2,2,2,2,3,1,1,0,0,0,0,2,1,0,0,DESA
PDS-0178,3,4,1.0,2,1,1,8,17,1,2,1,0,0,6,3,0,0,4,KELURAHAN
PDS-0004,3,1,1.0,5,2,2,4,6,2,1,0,0,1,0,1,0,0,0,DESA
PDS-16637,3,1,1.0,2,2,2,0,2,0,0,0,0,0,0,1,1,0,0,DESA
PDS-16452,3,1,1.0,2,2,2,14,6,2,0,0,0,1,4,3,1,8,2,DESA
PDS-16694,3,1,1.0,2,2,2,4,3,0,0,0,0,0,0,2,1,0,0,DESA
PDS-8506,3,1,1.0,3,2,2,10,3,0,0,0,0,0,0,1,2,0,0,DESA
PDS-16037,3,6,1.0,2,2,2,4,3,0,0,0,1,0,3,2,0,2,0,KELURAHAN
PDS-23595,3,1,1.0,2,2,2,2,3,2,1,0,1,0,3,2,1,2,3,DESA
PDS-10711,3,1,1.0,2,2,1,2,2,0,0,0,0,0,2,1,1,0,0,DESA
PDS-22382,3,1,1.0,2,2,0,6,2,0,0,0,0,1,0,2,1,0,0,DESA
PDS-20445,3,4,1.0,2,1,1,8,4,0,0,0,0,0,0,2,1,0,0,DESA
PDS-2393,3,6,1.0,2,1,1,2,3,2,4,1,2,1,2,2,0,3,4,KELURAHAN
PDS-9893,1,1,1.0,3,2,2,10,9,4,2,0,0,0,0,4,3,0,1,DESA
PDS-15923,3,1,1.0,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,DESA
PDS-9858,3,3,1.0,2,2,2,8,5,2,1,0,0,0,0,2,2,1,0,DESA
PDS-16335,3,3,1.0,2,2,2,4,3,1,0,0,0,1,5,2,0,3,1,DESA
PDS-12030,3,1,1.0,2,2,0,4,2,0,0,0,0,1,0,2,1,0,1,DESA
PDS-21375,3,1,1.0,2,2,2,2,3,2,2,0,0,1,1,0,0,0,0,DESA
PDS-5245,3,6,1.0,2,2,2,7,4,2,1,0,0,0,3,2,1,8,1,KELURAHAN
PDS-10669,3,1,1.0,2,2,2,2,1,0,0,0,0,0,0,1,1,0,0,DESA
PDS-12326,3,3,1.0,2,2,2,14,3,0,0,0,0,0,2,4,1,4,0,DESA
PDS-22454,3,1,1.0,5,2,2,8,8,7,7,1,0,0,0,2,2,0,0,DESA
PDS-4915,3,1,1.0,2,2,1,4,1,0,0,0,0,1,0,0,1,0,0,DESA
PDS-24463,3,1,1.0,2,2,2,4,2,1,0,0,0,0,0,1,1,0,1,DESA
PDS-22419,3,1,1.0,2,2,2,6,2,0,0,0,0,0,0,1,1,0,0,DESA
PDS-14035,1,1,1.0,2,2,2,4,3,0,0,0,0,1,0,1,0,0,0,DESA
PDS-6406,3,1,1.0,2,2,2,6,4,0,0,0,0,1,0,1,2,0,0,DESA
PDS-11316,3,1,1.0,2,2,2,8,3,2,0,0,0,1,1,4,1,0,0,DESA
PDS-19075,1,1,1.0,2,2,2,10,2,1,0,0,0,0,1,1,0,1,0,DESA
PDS-0043,3,1,0.5686274509803921,2,2,2,2,3,1,1,0,0,0,0,1,3,0,0,DESA
PDS-7503,3,1,1.0,2,2,0,2,1,0,0,0,0,0,0,1,1,0,0,DESA
PDS-16804,3,4,1.0,2,2,0,2,1,1,2,2,2,1,2,2,0,1,1,DESA
PDS-3571,1,1,1.0,2,2,2,0,3,1,0,0,0,0,0,0,1,0,0,DESA
PDS-13165,2,1,0.6958250497017893,2,2,2,6,5,1,0,0,0,0,0,0,2,0,0,DESA
PDS-24003,3,1,0.9754971590909091,3,2,1,6,5,2,1,0,0,1,0,0,1,0,2,DESA
PDS-4050,3,1,1.0,2,2,0,6,5,1,1,0,0,1,0,3,0,0,0,DESA
PDS-20291,3,1,1.0,2,2,1,2,2,1,2,0,1,0,0,2,1,1,0,DESA
PDS-0796,3,1,1.0,2,2,2,2,2,0,0,0,0,0,0,1,1,1,0,DESA
PDS-19398,3,4,1.0,2,2,1,2,1,1,0,0,0,0,2,0,1,2,0,KELURAHAN
PDS-0397,3,1,0.9990988284770201,2,2,2,12,7,3,4,0,1,1,5,4,0,0,3,DESA
PDS-14808,3,1,1.0,2,2,2,2,2,1,0,0,0,0,2,3,1,1,0,DESA
PDS-5812,3,1,1.0,2,2,2,2,2,0,0,0,0,0,0,1,1,0,0,DESA
PDS-24156,3,6,1.0,2,1,0,22,12,5,12,1,2,2,18,10,0,16,5,KELURAHAN
PDS-22938,3,3,1.0,2,2,2,4,2,1,1,1,0,2,3,5,0,5,2,KELURAHAN
PDS-21907,1,6,1.0,2,2,1,4,4,0,1,0,0,1,3,1,0,4,6,KELURAHAN
PDS-9071,3,1,1.0,2,2,2,6,3,1,0,0,0,0,0,2,1,0,0,DESA
PDS-5389,3,1,1.0,2,2,0,4,0,1,0,0,2,0,1,1,0,0,0,DESA
PDS-0421,3,1,1.0,2,2,0,8,4,2,1,0,0,1,5,6,0,0,0,DESA
PDS-10063,3,1,1.0,2,2,2,6,2,0,0,0,0,0,0,0,1,0,0,DESA
PDS-0317,2,1,1.0,3,2,2,6,4,1,1,1,0,1,1,1,0,1,2,DESA
PDS-24510,3,1,1.0,2,2,2,6,3,1,2,0,0,1,0,1,0,0,1,KELURAHAN
PDS-7713,3,1,1.0,2,2,2,2,1,0,0,0,0,0,0,1,2,0,0,DESA
PDS-22569,3,1,1.0,2,2,2,12,3,1,2,0,0,1,3,2,1,1,0,DESA
PDS-15438,3,3,1.0,2,2,2,6,2,1,0,0,0,1,2,0,0,4,0,DESA
PDS-11090,1,1,1.0,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0,DESA
PDS-12982,3,1,0.9826560951437067,2,1,1,2,3,1,0,0,0,0,0,3,1,0,0,DESA
PDS-13131,1,1,1.0,2,2,2,4,3,0,0,0,0,0,0,3,0,0,0,DESA
PDS-16031,3,1,1.0,2,2,2,4,2,0,0,0,0,0,2,2,1,1,0,DESA
PDS-12805,3,1,1.0,2,2,2,4,2,1,1,0,0,0,0,1,1,0,0,DESA
PDS-15839,3,4,1.0,2,2,0,13,7,2,1,0,0,1,7,1,0,6,14,KELURAHAN
PDS-16861,3,1,1.0,2,2,2,4,5,0,0,0,0,0,0,1,0,0,0,DESA
PDS-8148,3,1,0.9963976945244957,2,2,0,6,3,0,1,0,0,0,0,1,1,0,0,DESA
PDS-2641,3,4,1.0,2,2,1,4,3,1,2,0,0,0,4,1,1,4,2,DESA
PDS-18014,3,1,1.0,2,2,1,2,4,1,1,0,3,0,2,2,1,0,0,DESA
PDS-23341,3,3,1.0,3,2,2,2,3,0,0,1,1,0,7,4,2,4,0,DESA
PDS-7740,3,1,1.0,2,2,1,10,5,1,1,0,0,0,0,2,1,0,0,DESA
PDS-7553,3,4,1.0,2,2,0,2,1,2,2,0,1,0,1,0,0,7,1,KELURAHAN
PDS-20521,3,1,1.0,2,2,2,2,2,1,0,0,0,0,0,1,1,0,0,DESA
PDS-17790,3,1,1.0,2,2,1,2,2,1,0,0,0,1,0,2,0,0,0,DESA
PDS-0088,3,1,1.0,5,2,2,2,1,0,0,0,0,0,0,1,1,0,0,DESA
PDS-11934,3,1,1.0,2,2,1,2,3,2,1,0,0,1,1,1,0,1,0,DESA
PDS-10780,3,1,1.0,2,2,2,2,3,0,0,0,0,0,1,2,1,1,0,DESA
PDS-20379,3,1,1.0,2,2,2,4,2,1,0,0,0,1,0,1,1,0,0,DESA
PDS-23141,3,4,1.0,2,2,2,14,5,1,1,0,0,0,2,2,1,1,8,DESA
PDS-6062,3,1,1.0,2,2,2,2,1,0,0,0,0,0,0,1,1,0,0,DESA
