id,topografi,pekerjaan_utama,prop_pln,bhn_bakar_masak,pemukiman_kumuh,pemukiman_bantaran,jml_paud_tk,jml_sd_sederajat,jml_smp_sederajat,jml_sma_sederajat,jml_akademi_pt,jml_rs_rsb,jml_puskesmas_pustu,jml_poli_dokter,jml_bersalin_bidan,jml_poskesdes_polindes,jml_dr_drg,jml_bank
PDS-5440,1,1,0.9979757085020243,2,2,2,0,1,0,0,0,0,0,0,0,1,0,0
PDS-5443,1,1,1.0,5,2,2,2,3,0,0,0,0,1,0,1,1,0,0
PDS-5444,3,1,1.0,2,2,2,6,2,0,0,0,0,0,1,2,2,0,0
PDS-5446,3,6,1.0,2,1,2,10,2,1,2,0,0,0,3,3,0,5,0
PDS-5448,1,1,1.0,2,2,2,6,4,2,2,0,0,1,1,3,0,4,2
PDS-5449,1,1,1.0,2,2,2,4,3,0,0,0,0,0,0,1,1,0,0
PDS-5451,1,1,1.0,2,2,2,8,5,0,1,0,0,0,2,2,1,0,0
PDS-5452,3,1,1.0,2,2,1,12,5,1,0,0,0,0,0,2,0,0,0
PDS-5458,3,1,1.0,2,2,2,12,5,2,1,1,2,0,0,3,2,0,0
PDS-5463,3,3,1.0,2,1,2,12,6,1,0,0,0,1,5,0,0,5,1
PDS-5464,1,1,0.7726269315673289,2,2,2,6,4,1,1,0,0,1,2,3,1,2,1
PDS-5470,3,1,1.0,2,2,2,6,2,0,0,0,1,1,5,4,1,10,1
PDS-5476,3,1,1.0,5,2,0,4,3,0,0,0,0,0,0,0,1,0,0
PDS-5477,1,1,1.0,2,2,2,2,2,0,0,0,0,0,0,1,1,0,0
PDS-5483,3,1,1.0,2,2,2,2,5,0,0,0,0,0,0,2,1,0,0
PDS-5487,3,3,1.0,2,2,2,2,6,2,3,0,1,0,3,2,1,3,1
PDS-5489,3,1,1.0,2,2,2,2,2,1,0,0,0,0,0,1,2,0,0
PDS-5491,3,1,1.0,2,2,1,2,1,0,0,0,0,0,0,1,1,0,0
PDS-5496,3,1,0.99800796812749,2,2,2,2,2,0,0,0,0,0,0,2,1,1,0
PDS-5499,3,1,1.0,3,2,2,4,2,0,0,0,0,1,0,0,0,0,0
PDS-5510,3,1,1.0,2,2,2,2,2,0,0,0,0,1,1,1,1,0,0
PDS-5511,3,1,1.0,2,1,1,10,4,0,0,0,0,0,0,3,0,1,0
PDS-5521,3,1,1.0,5,2,2,6,3,1,1,0,0,1,1,2,0,2,0
PDS-5531,3,1,1.0,3,2,2,10,5,2,1,0,0,1,3,2,0,0,1
PDS-5537,3,1,1.0,2,2,2,2,3,0,0,0,0,0,1,1,0,0,0
PDS-5540,3,1,0.9732905982905983,3,2,2,0,2,0,0,0,0,0,0,1,1,0,0
PDS-5543,3,1,1.0,5,2,2,2,1,0,0,0,0,0,0,1,1,0,0
PDS-5547,3,1,1.0,2,2,0,8,4,1,1,0,0,0,0,1,1,1,0
PDS-5553,3,1,1.0,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0
PDS-5559,3,1,1.0,2,2,2,4,3,1,1,0,0,1,1,4,1,0,0
PDS-5561,3,1,1.0,2,2,0,12,4,2,3,0,0,1,2,4,1,3,3
PDS-5566,3,1,1.0,2,2,0,2,3,0,0,0,0,0,0,1,1,0,0
PDS-5570,3,4,1.0,2,2,2,5,5,2,3,0,1,1,1,3,1,0,2
PDS-5572,3,3,1.0,2,2,0,8,7,2,1,0,0,0,2,2,0,2,0
PDS-5575,3,3,1.0,2,2,2,4,2,1,0,0,0,0,1,0,0,0,0
PDS-5586,3,3,1.0,2,2,2,10,4,2,0,0,0,1,6,3,0,1,7
PDS-5589,3,3,1.0,2,2,2,12,4,3,1,1,0,1,7,1,0,7,2
PDS-5591,1,1,1.0,2,2,1,8,3,0,0,0,0,0,0,0,2,0,0
PDS-5593,3,7,1.0,2,1,1,2,1,1,1,0,0,1,1,0,0,0,0
PDS-5601,3,1,1.0,2,2,2,2,0,0,0,0,0,0,0,1,0,0,0
PDS-5619,3,1,1.0,3,2,0,12,6,2,2,0,0,1,4,1,0,3,0
PDS-5620,1,1,1.0,2,2,0,2,4,1,0,0,0,0,0,2,1,0,0
PDS-5623,3,1,1.0,2,2,2,8,3,1,0,0,0,0,0,1,1,0,1
PDS-5625,3,4,1.0,2,2,2,10,5,1,0,0,2,0,6,3,0,8,0
PDS-5627,3,1,1.0,2,2,2,2,1,0,0,0,0,0,0,2,1,1,0
PDS-5629,3,6,1.0,2,1,2,44,14,5,1,1,2,1,27,17,0,16,5
PDS-5634,1,1,1.0,2,2,1,18,2,1,1,0,0,1,0,2,0,0,2
PDS-5635,1,1,1.0,5,2,2,8,4,0,0,0,0,0,0,1,1,0,0
PDS-5638,1,1,0.9983792544570502,5,2,1,0,1,2,0,0,0,1,0,1,1,0,2
PDS-5645,3,3,1.0,3,2,2,16,7,2,2,0,0,1,5,4,2,5,1
PDS-5646,3,1,1.0,2,2,0,4,2,0,0,0,0,1,0,0,0,0,0
PDS-5656,3,1,1.0,2,2,2,4,4,2,1,0,0,0,1,3,1,1,0
PDS-5657,3,3,1.0,2,1,2,10,3,2,3,0,0,1,4,1,1,1,2
PDS-5661,3,1,1.0,2,2,2,2,4,3,3,0,0,0,8,1,0,4,2
PDS-5662,3,1,1.0,2,2,2,4,1,0,1,0,0,0,0,0,1,0,0
PDS-5669,3,1,1.0,2,2,2,2,2,0,0,0,0,0,0,1,1,0,0
PDS-5670,3,1,1.0,2,2,2,4,4,0,0,0,0,0,0,1,1,1,0
PDS-5676,3,1,1.0,2,2,0,4,3,0,0,0,0,0,0,1,2,0,0
PDS-5687,3,6,1.0,2,2,0,8,4,0,0,0,0,1,0,2,2,1,0
PDS-5691,3,6,1.0,2,1,1,14,21,6,2,2,0,2,15,10,0,50,5
PDS-5694,3,1,0.0,2,2,1,2,1,1,0,0,0,0,0,1,2,0,0
PDS-5695,1,1,1.0,2,2,2,2,3,0,0,0,0,1,0,1,0,0,0
PDS-5700,1,1,1.0,2,2,1,4,4,0,0,0,0,0,0,1,1,0,0
PDS-5705,3,4,1.0,2,2,2,4,4,1,0,0,0,2,2,4,0,1,0
PDS-5711,1,1,1.0,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0
PDS-5714,1,3,1.0,2,2,2,9,3,0,0,1,0,0,1,1,2,1,1
PDS-5723,3,4,1.0,3,1,2,31,7,7,13,2,2,1,10,4,0,11,12
PDS-5725,3,1,1.0,2,2,2,4,4,1,0,0,0,0,2,5,1,0,1
PDS-5727,3,1,0.9965156794425087,2,2,2,2,1,0,0,0,0,0,1,0,1,1,0
PDS-5739,3,1,1.0,2,2,1,2,1,0,0,0,0,0,0,1,1,0,0
PDS-5742,3,1,1.0,2,2,2,2,1,0,0,0,0,1,1,1,1,2,0
PDS-5745,3,3,1.0,2,2,0,8,3,0,0,0,0,0,4,6,1,0,0
PDS-5746,3,3,1.0,3,1,1,12,5,0,0,0,2,1,9,10,0,0,0
PDS-5751,3,3,1.0,2,2,2,2,3,0,0,0,0,1,0,1,0,0,0
PDS-5753,3,1,1.0,2,2,2,10,4,0,0,0,0,0,0,4,1,0,0
PDS-5756,3,1,1.0,2,2,2,2,3,0,0,0,0,0,0,1,1,0,0
PDS-5758,3,4,1.0,2,1,1,2,4,1,0,0,0,3,2,4,0,0,0
PDS-5760,1,1,1.0,2,2,2,2,1,1,0,0,0,0,0,1,1,0,0
PDS-5773,3,1,1.0,2,2,1,2,1,0,0,0,0,0,0,1,2,0,0
PDS-5775,1,1,1.0,3,2,1,6,4,0,0,0,0,0,0,2,2,0,0
PDS-5777,1,1,0.9988700564971752,2,2,2,2,1,1,0,0,0,0,0,1,1,0,0
PDS-5780,3,1,1.0,2,2,0,2,3,1,0,0,0,1,2,1,2,1,0
PDS-5783,3,1,1.0,2,2,0,0,2,0,1,0,0,0,1,1,1,1,2
PDS-5789,3,1,1.0,2,2,2,2,2,0,0,0,0,0,2,2,1,2,0
PDS-5792,3,3,1.0,2,2,0,2,6,2,1,0,0,1,0,3,0,0,0
PDS-5794,3,1,1.0,2,2,2,2,3,0,0,0,0,0,0,1,1,0,0
PDS-5798,3,1,1.0,3,1,1,6,2,0,1,0,0,0,1,1,2,0,0
PDS-5802,3,1,1.0,2,2,0,4,2,1,0,0,0,0,0,1,1,0,0
PDS-5809,3,1,1.0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0
PDS-5811,3,4,1.0,2,2,0,4,1,2,2,0,0,0,3,2,1,1,2
PDS-5819,3,6,1.0,3,2,2,4,3,1,0,0,0,1,1,2,0,11,0
PDS-5828,1,1,1.0,5,2,2,4,1,0,0,0,0,0,0,1,1,0,0
PDS-5833,3,1,1.0,2,2,0,8,4,1,2,0,0,0,1,1,0,1,0
PDS-5843,3,1,1.0,2,2,2,2,1,1,1,1,1,0,1,1,1,1,0
PDS-5846,3,1,1.0,2,2,2,6,2,1,1,0,0,0,1,2,0,2,0
PDS-5851,3,1,0.9990710636321412,2,2,2,15,4,3,2,0,0,1,2,0,1,2,0
PDS-5856,3,3,1.0,2,2,2,8,4,4,10,1,0,1,3,2,0,5,0
PDS-5868,3,4,1.0,2,2,2,2,2,0,4,0,0,1,2,1,0,3,1
PDS-5871,1,1,0.9915966386554622,2,2,1,12,6,4,1,0,0,1,0,1,2,0,3
PDS-5879,1,1,0.5699638118214716,5,1,2,4,5,2,0,0,0,1,0,0,0,0,0
PDS-5882,1,1,1.0,2,2,2,6,5,1,0,0,0,0,0,1,1,0,0
PDS-5890,1,1,1.0,5,2,1,6,3,0,0,0,0,0,0,0,0,0,0
PDS-5892,1,1,0.9803921568627451,5,2,2,2,1,1,0,0,0,1,0,0,0,0,0
PDS-5893,3,1,1.0,3,2,2,0,2,0,1,0,0,0,0,1,1,0,0
PDS-5896,3,1,1.0,2,2,2,8,2,1,2,0,0,0,1,1,0,2,0
PDS-5902,3,1,1.0,3,2,1,8,7,1,1,0,1,2,3,0,1,6,1
PDS-5907,3,4,1.0,2,2,2,2,2,0,0,0,0,0,0,1,1,0,0
PDS-5908,3,1,1.0,2,1,0,8,3,1,1,0,0,2,4,2,0,2,0
PDS-5927,3,1,1.0,3,2,2,2,5,1,1,1,0,1,1,1,0,2,2
PDS-5940,3,1,1.0,2,2,1,10,4,1,0,0,0,1,0,0,1,0,0
PDS-5942,1,1,1.0,5,2,2,2,1,0,0,0,0,0,0,1,1,0,0
PDS-5945,3,4,1.0,2,1,2,4,4,1,2,1,0,1,7,2,0,7,3
PDS-5947,3,2,1.0,2,2,2,14,10,1,0,0,0,1,2,3,0,1,0
PDS-5950,3,1,1.0,2,2,0,6,3,0,0,0,0,0,0,1,1,0,0
PDS-5952,3,6,1.0,2,2,2,4,3,1,0,0,0,0,0,0,1,1,0
PDS-5960,3,1,1.0,2,2,0,2,2,1,1,0,0,1,0,2,1,0,0
PDS-5979,3,3,1.0,2,2,0,2,2,0,0,0,0,1,0,2,1,0,0
PDS-5985,3,1,0.9973250111457869,2,2,2,8,7,3,1,0,0,1,0,3,1,0,0
PDS-5987,3,1,1.0,2,2,1,2,3,0,0,0,0,1,0,1,1,0,0
PDS-5989,3,1,1.0,2,2,2,2,3,1,0,0,0,0,0,1,1,0,0
PDS-5990,3,1,1.0,2,2,2,5,4,1,2,0,0,1,2,3,0,1,2
PDS-5992,3,1,0.999808282208589,2,2,2,16,6,5,5,1,2,2,12,5,0,21,14
PDS-5998,3,1,1.0,5,2,0,2,1,0,0,0,0,0,0,1,1,0,0
PDS-6013,3,1,1.0,2,2,1,6,2,0,0,0,0,0,0,1,1,0,0
PDS-6020,3,1,1.0,2,2,0,6,4,0,0,0,0,0,0,2,2,0,0
PDS-6032,3,1,1.0,2,2,0,2,1,0,0,0,0,0,0,1,2,0,0
PDS-6034,1,1,0.9992458521870287,2,2,2,6,4,1,0,0,0,0,0,2,1,0,0
PDS-6043,3,7,1.0,2,2,2,16,12,1,5,1,0,2,4,0,0,1,14
PDS-6044,3,4,1.0,2,2,2,6,3,0,1,0,0,1,1,0,1,1,0
PDS-6047,3,1,1.0,2,2,2,4,4,1,1,0,0,0,1,1,1,0,0
PDS-6060,3,1,1.0,2,2,2,2,2,0,0,0,0,1,0,1,1,0,0
PDS-6080,3,1,1.0,2,1,2,4,4,1,0,0,0,0,1,0,1,2,0
PDS-6083,3,3,1.0,2,1,2,1,4,0,0,0,0,1,2,2,0,4,1
PDS-6091,1,1,1.0,5,2,2,2,5,1,0,0,0,1,0,1,1,0,0
PDS-6094,3,1,1.0,3,2,2,2,4,2,1,0,0,0,2,1,2,1,1
PDS-6095,3,1,1.0,2,2,2,2,1,0,0,0,0,0,0,3,1,0,0
PDS-6100,3,4,1.0,2,2,2,26,4,2,2,0,1,2,4,1,0,7,4
PDS-6103,3,1,1.0,2,2,0,4,2,1,0,0,0,0,0,1,1,0,0
PDS-6117,3,1,1.0,2,2,2,4,1,1,0,0,0,0,0,1,0,0,0
PDS-6122,3,4,1.0,2,2,2,6,3,1,3,1,0,0,1,2,0,1,5
PDS-6123,3,1,0.9840201850294366,5,2,2,4,5,1,1,0,0,0,0,1,0,0,0
PDS-6130,3,1,1.0,3,2,2,2,4,1,0,0,0,1,2,1,1,0,0
PDS-6140,3,3,1.0,2,1,1,6,3,0,0,0,0,0,0,3,0,0,0
PDS-6141,3,3,1.0,2,2,2,4,3,0,0,1,0,0,0,2,0,1,0
PDS-6143,2,1,1.0,2,2,2,12,9,3,2,0,0,1,2,4,0,2,3
PDS-6151,3,1,1.0,2,2,2,4,3,0,0,0,1,0,0,3,0,0,0
PDS-6155,3,1,1.0,2,2,0,2,1,0,0,0,0,1,0,1,1,0,0
PDS-6156,3,4,1.0,2,2,0,4,4,3,1,1,0,1,0,1,0,0,0
PDS-6161,3,3,1.0,3,2,0,0,5,2,3,0,2,0,1,2,2,0,0
PDS-6169,3,4,1.0,2,2,2,2,2,1,2,0,0,0,2,1,2,2,3
PDS-6172,1,1,1.0,3,2,2,12,4,1,0,0,0,1,0,0,1,0,0
PDS-6173,3,1,1.0,2,2,1,8,6,3,1,0,0,0,0,2,1,0,1
PDS-6184,3,1,1.0,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0
PDS-6185,3,1,1.0,2,2,1,2,1,0,0,0,0,0,0,3,2,0,0
PDS-6191,1,1,0.9970476592155209,5,2,2,30,6,1,1,0,0,1,1,1,1,2,2
PDS-6208,3,1,1.0,2,2,2,4,2,0,0,0,0,0,0,1,2,0,0
PDS-6220,3,1,1.0,5,2,1,6,2,1,0,0,0,0,0,0,1,0,0
PDS-6230,3,1,1.0,2,2,2,2,5,0,0,0,0,0,1,2,1,1,0
PDS-6234,3,1,1.0,5,2,2,2,1,0,0,0,0,0,0,1,1,0,0
PDS-6237,3,1,1.0,2,2,2,12,6,4,1,0,2,0,4,2,1,7,2
PDS-6239,3,1,1.0,2,2,2,2,4,2,0,0,0,1,0,1,2,0,0
PDS-6252,3,3,1.0,3,2,0,4,1,0,0,0,0,0,4,5,1,4,1
PDS-6255,1,1,1.0,2,2,2,0,2,0,0,0,0,0,0,1,1,0,0
PDS-6257,3,3,1.0,2,2,2,14,6,0,0,0,0,1,5,3,1,13,0
PDS-6262,1,1,1.0,2,2,2,2,2,0,0,0,0,0,0,2,0,0,0
PDS-6263,3,1,0.9293002915451894,2,2,1,4,3,1,1,0,0,0,0,1,2,0,0
PDS-6266,1,1,1.0,2,2,2,3,1,1,0,0,0,1,0,0,0,0,0
PDS-6270,1,1,1.0,2,2,2,0,2,1,0,0,0,0,0,1,1,0,0
PDS-6273,3,3,1.0,2,1,0,10,3,1,1,0,0,0,3,3,0,3,0
PDS-6277,3,1,1.0,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0
PDS-6284,3,1,1.0,2,2,0,2,1,0,0,0,0,0,0,1,1,0,0
PDS-6289,3,1,1.0,2,2,2,2,2,1,0,0,0,0,0,3,1,0,0
PDS-6295,3,1,1.0,2,2,2,6,2,0,0,0,0,0,0,1,1,0,0
PDS-6296,3,1,0.9000399840063974,2,2,2,8,3,1,1,0,0,1,0,2,0,0,0
PDS-6297,3,1,1.0,2,1,1,4,2,1,1,0,0,0,0,1,1,1,0
PDS-6298,3,1,1.0,2,1,2,10,6,0,1,0,0,1,2,2,0,2,0
PDS-6304,3,1,1.0,5,2,1,2,6,0,0,0,0,0,0,0,0,0,0
PDS-6305,3,1,1.0,2,2,2,2,3,0,0,0,0,0,0,1,1,0,0
PDS-6314,3,1,1.0,2,2,2,10,5,1,2,0,0,1,1,1,1,3,1
PDS-6315,1,1,1.0,2,2,2,8,3,2,0,0,0,1,0,0,1,0,0
PDS-6318,3,1,0.9547703180212014,5,2,2,2,3,1,0,0,0,0,0,0,0,0,0
PDS-6319,3,1,1.0,2,2,0,8,4,4,0,0,0,0,0,2,2,0,0
PDS-6332,3,1,1.0,5,2,1,4,3,5,3,0,0,0,0,1,0,0,0
PDS-6337,3,1,0.9839098954143202,2,2,1,12,2,1,0,0,0,0,0,2,1,0,0
PDS-6338,3,1,1.0,2,2,2,2,2,0,0,0,0,0,0,0,1,0,0
PDS-6343,3,6,1.0,2,2,2,12,2,4,2,0,0,1,4,0,0,2,0
PDS-6345,3,1,1.0,2,2,0,6,5,1,1,0,0,0,0,1,1,0,0
PDS-6354,3,3,1.0,3,2,2,8,3,1,1,0,0,1,4,2,1,3,1
PDS-6360,3,1,1.0,2,2,1,4,3,2,1,0,0,2,4,3,0,5,0
PDS-6362,3,1,1.0,2,2,1,2,1,0,0,0,0,0,0,0,1,0,0
PDS-6369,3,3,1.0,2,2,2,4,2,0,0,1,0,0,2,0,1,3,0
PDS-6371,1,1,1.0,2,1,1,8,5,1,0,0,0,1,0,2,0,0,0
PDS-6372,3,1,1.0,2,2,2,12,5,2,2,1,0,1,2,1,0,1,0
PDS-6375,3,1,1.0,2,2,2,4,3,1,1,0,0,1,0,3,0,2,0
PDS-6377,3,7,1.0,2,2,2,4,1,1,0,0,0,1,2,1,0,1,0
PDS-6397,2,1,0.9890219560878244,2,1,1,18,5,1,1,0,0,1,0,0,0,0,0
PDS-6398,3,1,1.0,2,2,2,0,3,0,1,0,1,0,1,1,1,3,0
PDS-6407,3,1,1.0,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0
PDS-6411,1,1,1.0,2,1,2,16,5,1,2,0,0,0,0,3,1,0,0
PDS-6412,3,3,1.0,2,2,2,7,1,1,0,0,0,0,3,1,2,5,0
PDS-6417,3,1,0.9997376016793492,2,2,2,6,9,2,1,0,1,1,2,2,2,0,2
PDS-6421,1,1,1.0,5,2,2,6,2,1,0,0,0,1,0,1,0,0,0
PDS-6427,3,1,1.0,2,2,2,2,3,0,0,0,0,0,0,2,1,0,0
PDS-6431,1,1,1.0,2,2,2,10,4,1,0,0,0,1,0,1,0,0,0
PDS-6433,3,1,1.0,2,2,1,8,3,1,1,0,4,2,4,4,4,0,0
PDS-6440,3,1,1.0,2,2,0,2,2,0,0,0,0,0,0,1,1,0,0
PDS-6442,3,1,1.0,2,2,0,4,3,1,0,0,0,0,0,0,1,0,0
PDS-6446,3,1,1.0,3,2,2,4,2,1,1,0,0,1,0,1,1,1,0
PDS-6447,3,1,1.0,2,2,2,2,1,0,0,0,0,0,0,1,1,0,0
PDS-6451,3,1,1.0,3,2,2,2,1,1,0,0,0,0,0,2,1,0,0
PDS-6457,3,4,0.9989820156090939,2,1,1,4,10,1,0,1,2,2,11,0,0,12,9
PDS-6466,3,4,1.0,2,1,1,18,20,13,8,2,2,1,8,4,0,5,4
PDS-6470,3,1,1.0,3,2,2,10,4,1,1,0,0,1,1,1,0,1,0
PDS-6472,3,1,1.0,2,2,2,6,1,0,0,0,0,0,0,1,2,0,0
PDS-6475,3,1,1.0,2,2,2,2,1,0,0,0,0,0,0,1,1,0,0
PDS-6477,3,3,1.0,2,1,1,8,4,0,0,0,0,0,0,1,0,0,0
PDS-6489,3,1,1.0,2,2,2,4,3,0,0,0,0,0,1,3,0,2,0
PDS-6494,3,1,1.0,2,2,2,2,1,0,0,0,0,0,0,1,2,0,0
PDS-6512,3,3,1.0,2,2,0,2,5,1,1,0,0,0,6,5,1,3,4
PDS-6515,3,1,1.0,2,2,2,0,3,0,0,0,0,0,0,1,1,0,0
PDS-6520,3,3,1.0,2,2,2,4,1,1,0,0,0,0,1,1,1,3,0
PDS-6531,1,1,1.0,5,2,2,0,2,1,0,0,0,1,0,0,0,0,0
PDS-6540,3,1,1.0,2,2,2,4,4,0,0,0,0,0,0,3,1,0,0
PDS-6541,1,1,0.9579242636746143,5,1,2,8,3,2,1,0,0,1,0,3,0,0,0
PDS-6543,3,1,1.0,2,2,2,4,2,1,0,0,0,0,0,0,2,0,0
PDS-6547,3,1,1.0,2,2,2,4,2,0,0,0,0,1,0,1,1,0,0
PDS-6549,3,1,1.0,3,2,2,2,1,0,1,0,0,0,0,1,2,0,1
PDS-6556,1,1,0.9931647300068353,2,2,2,12,6,0,0,0,0,0,0,4,1,0,1
PDS-6564,3,1,1.0,2,2,2,2,1,0,0,0,0,0,0,1,1,0,0
PDS-6565,3,4,1.0,2,2,2,4,2,1,0,0,0,0,1,3,2,2,1
PDS-6566,3,1,1.0,2,2,0,2,1,0,0,0,0,0,0,1,2,0,0
PDS-6571,3,1,0.9984152139461173,2,2,2,6,2,0,0,0,0,1,0,2,1,2,0
PDS-6574,3,1,1.0,2,2,1,4,3,1,0,0,0,0,0,1,1,0,0
PDS-6582,3,1,1.0,2,2,2,4,4,1,0,0,0,0,0,1,0,1,13
PDS-6583,3,1,1.0,2,2,2,4,3,1,0,0,0,0,2,2,1,2,1
PDS-6586,3,1,1.0,3,2,2,6,2,0,0,0,0,1,0,2,2,0,0
PDS-6588,3,6,1.0,2,1,2,2,1,2,2,0,1,0,1,1,0,2,3
PDS-6589,1,1,0.9888579387186629,5,2,0,4,1,0,0,0,0,0,0,1,1,0,0
PDS-6592,3,3,1.0,2,2,0,12,3,1,1,0,0,0,3,1,1,2,1
PDS-6611,3,1,0.981237322515213,5,2,2,4,4,2,2,0,0,1,0,1,0,0,0
PDS-6615,3,1,1.0,2,2,2,2,1,0,0,0,0,1,0,1,1,0,0
PDS-6617,3,4,1.0,3,1,2,18,31,7,4,1,0,3,17,3,0,16,5
PDS-6623,3,4,1.0,2,2,0,2,1,0,0,0,0,0,0,0,0,1,0
PDS-6624,3,1,1.0,2,2,2,1,3,2,2,0,0,0,0,1,1,0,0
PDS-6630,3,1,1.0,2,1,2,4,3,0,0,0,0,0,0,1,1,0,0
PDS-6639,3,1,1.0,2,2,2,4,4,1,1,0,0,0,0,1,1,0,0
PDS-6641,3,1,1.0,2,2,2,2,3,0,0,0,0,0,0,1,1,0,0
PDS-6643,3,6,1.0,2,1,1,2,5,3,2,1,1,1,9,2,1,7,6
PDS-6644,1,1,1.0,2,2,1,4,4,1,0,0,0,1,0,1,0,0,0
PDS-6645,3,1,0.0,2,2,0,4,3,1,0,0,0,0,0,1,1,0,0
PDS-6646,3,1,1.0,5,2,2,4,1,1,0,0,0,0,0,1,1,0,0
PDS-6653,3,1,1.0,2,1,0,2,4,1,0,0,0,1,0,1,0,0,0
PDS-6656,3,1,1.0,2,1,2,2,3,1,0,0,0,0,0,0,1,0,0
PDS-6676,3,2,1.0,2,1,1,2,2,1,0,0,0,0,0,0,1,0,1
PDS-6697,3,3,1.0,2,2,2,10,4,2,2,0,4,0,8,2,2,4,0
PDS-6702,3,1,1.0,2,2,2,2,2,0,0,0,0,0,0,1,1,0,0
PDS-6705,3,1,1.0,2,1,0,6,7,3,3,0,0,0,3,6,2,0,0
PDS-6711,3,1,1.0,2,2,2,6,3,0,1,0,0,1,1,3,1,0,1
PDS-6717,3,1,1.0,2,2,1,6,4,1,1,0,0,0,2,2,2,0,0
PDS-6719,3,4,1.0,2,2,1,6,6,4,2,0,1,1,5,2,1,3,3
PDS-6722,3,1,1.0,2,2,1,6,1,1,1,0,0,1,0,2,0,0,0
PDS-6723,3,1,1.0,2,2,0,2,3,1,0,0,0,0,0,1,2,0,0
PDS-6732,3,1,1.0,2,2,2,2,3,0,0,0,0,0,0,1,1,0,0
PDS-6737,1,1,1.0,2,2,1,2,3,1,0,0,0,0,0,3,1,0,0
PDS-6738,3,1,1.0,2,2,2,6,4,1,2,0,0,0,2,2,2,1,0
PDS-6739,3,1,1.0,2,2,0,4,2,2,2,0,0,1,0,1,0,0,0
PDS-6752,1,1,1.0,2,2,2,3,3,0,0,0,0,0,0,1,1,0,0
PDS-6765,3,1,1.0,2,2,2,6,8,4,1,0,0,0,2,3,2,1,0
PDS-6768,1,1,1.0,2,2,2,2,2,2,2,0,0,0,1,1,1,2,0
PDS-6772,3,1,1.0,3,2,2,6,4,0,0,0,0,1,2,1,1,1,0
PDS-6774,3,1,1.0,2,2,2,2,2,0,0,0,0,0,0,1,1,0,0
PDS-6775,3,1,1.0,2,2,2,2,4,1,0,0,0,0,4,2,1,3,0
PDS-6777,3,1,1.0,2,2,2,2,2,0,0,0,0,0,0,2,1,0,0
PDS-6784,3,4,1.0,2,2,1,5,4,2,0,0,0,1,0,5,1,2,1
PDS-6797,3,3,1.0,3,2,2,2,2,0,0,0,0,0,0,1,1,0,0
PDS-6800,3,1,1.0,2,2,2,2,3,1,0,0,0,0,4,4,0,0,5
PDS-6802,2,1,0.9942307692307693,2,2,2,4,4,3,1,0,0,1,1,1,0,2,0
PDS-6808,3,1,0.9848139711465452,2,2,2,6,3,1,1,0,0,0,0,2,0,0,0
PDS-6810,1,1,1.0,5,2,2,6,7,1,0,0,0,0,0,2,1,0,0
PDS-6812,1,1,1.0,5,2,2,2,3,1,0,0,0,1,0,1,1,0,0
PDS-6817,3,3,0.9979494190020506,2,1,0,12,6,2,1,0,0,2,4,9,0,12,3
PDS-6820,3,1,0.9625468164794008,2,2,1,4,4,1,0,0,0,1,0,3,1,0,0
PDS-6824,3,3,1.0,2,2,2,0,2,1,2,0,0,0,0,1,1,0,0
PDS-6834,1,1,0.9944071588366891,5,2,2,14,2,1,0,0,0,0,0,1,1,0,0
PDS-6838,3,1,1.0,2,2,2,2,1,0,0,0,0,0,0,1,1,0,0
PDS-6839,3,6,1.0,2,1,1,8,4,1,2,0,0,0,0,0,0,0,1
PDS-6853,3,1,1.0,2,2,2,2,4,0,0,0,0,0,0,1,1,0,0
PDS-6856,3,1,1.0,5,2,2,6,3,1,0,0,0,1,0,0,0,0,0
PDS-6860,3,7,1.0,2,2,1,2,4,2,1,0,0,0,0,1,1,0,0
PDS-6874,3,1,1.0,2,2,0,2,2,0,0,0,0,0,1,1,1,0,0
PDS-6882,3,1,0.9719839908519153,2,2,2,4,8,2,0,0,0,1,1,3,1,0,0
PDS-6883,3,1,1.0,2,2,2,4,3,2,0,0,0,0,0,1,0,0,0
PDS-6894,3,1,1.0,2,2,2,4,2,0,0,0,0,0,1,0,1,1,0
PDS-6895,3,1,1.0,3,2,2,6,4,0,0,0,0,0,1,1,2,1,1
PDS-6899,3,1,1.0,2,2,2,2,1,0,0,0,0,1,0,0,0,0,0
PDS-6902,3,1,1.0,2,2,2,6,4,0,0,0,0,0,0,2,1,0,0
PDS-6906,3,1,1.0,2,2,1,6,3,0,0,0,0,1,0,0,1,0,0
PDS-6911,3,1,1.0,2,1,2,4,2,1,1,0,0,1,0,0,1,2,1
PDS-6918,3,1,1.0,2,2,2,4,5,1,0,0,0,1,0,1,0,0,0
PDS-6925,3,6,1.0,2,2,2,18,4,1,2,0,0,0,0,2,2,0,1
PDS-6939,3,1,1.0,2,2,2,4,2,1,2,0,0,0,1,2,1,0,0
PDS-6942,3,1,1.0,2,1,1,4,4,1,1,0,0,0,1,2,0,0,0
PDS-6944,3,1,1.0,2,2,2,4,2,1,0,0,0,1,0,1,0,0,0
